id,Author name,Year,Page number,Quotation from PDF,Quotation from JSONL full text,Ground-truth character indexes,Notes
http://www.jstor.org/stable/2933477,Levine,1980,p. 13,"“""inward light""”",inward light,"[31339, 31351]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 13,"“""a soul so quick to discern that no shade of quality escapes it . . . in which knowledge passes instantaneously into feeling, and feeling flashes back as a new organ of knowledge""”","a soul so quick to discern that no shade of quality escapes it . . . in which knowledge passes instantaneously into feeling, and feeling flashes back as a new organ of knowledge","[31548, 31725]",deletions
http://www.jstor.org/stable/2933477,Levine,1980,p. 13,"“""equivalent centre of self”",equivalent centre of self,"[31865, 31890]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 13,"“""with that distinctness which is no longer reflection but feeling-an idea wrought back to the directness of sense, like the solidity of objects""”","with that distinctness which is no longer reflection but feeling-an idea wrought back to the directness of sense, like the solidity of objects","[31905, 32047]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 14,"“""long pathways of necessary sequence""”","long pathways of necessary sequence""","[33625, 33660]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 14,“ethereal atoms”,ethereal atoms,"[34322, 34336]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 14,"“""illuminated”",illuminated,"[34476, 34487]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 14,"“""the last refinement of Energy.""”",the last refinement of Energy,"[34650, 34679]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 14,"“""refined""”",refined,"[34752, 34759]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 14,"“""minute processes”",minute processes,"[35041, 35059]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“If we had a keen vision and feeling of all ordinary human life, it would be like hearing the grass grow and the squirrel's heart beat, and we should die of that roar which lies on the other side of silence. As it is, the quickest of us walk about well wadded with stupidi”","If we had a keen vision and feeling of all ordinary human life, it would be like hearing the grass grow and the squirrel's heart beat, and we should die of that roar which lies on the other side of silence. As it is, the quickest of us walk about well wadded with stupidity.","[35949, 36223]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“""roar""”",roar,"[36238, 36242]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“ardor""”",ardor,"[37732, 37738]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“Common""”",Common,"[38616, 38622]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,“spots of commonness”,spots of commonness,"[42158, 42177]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“""stupid""”",stupid,"[38768, 38774]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“""common”",common,"[38781, 38787]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“""found for themselves no epic lif”",found for themselves no epic life,"[39617, 39650]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“tried ""with dim lights and tangled circumstance . . . to shape their thought and deed in noble agreement; but after all, to common eyes their struggles seemed mere inconsistency and formlessness”","with dim lights and tangled circumstance . . . to shape their thought and deed in noble agreement; but after all, to common eyes their struggles seemed mere inconsistency and formlessness","[39659, 39846]",deletions
http://www.jstor.org/stable/2933477,Levine,1980,p. 16,"“to ""common”",common eyes,"[39887, 39898]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 17,"“that ""could bring her own life and doctrine into strict connection with that amazing past, and give the remotest sources of knowledge some bearing”","could bring her own life and doctrine into strict connection with that amazing past, and give the remotest sources of knowledge some bearing on her actions","[40709, 40864]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 17,"“""stupendous fragmentariness”",stupendous fragmentariness,"[41637, 41663]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 17,"“""the quickening power of a knowledge which breathes a growing soul into all historic shap”",the quickening power of a knowledge which breathes a growing soul into all historic shapes.,"[41706, 41797]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 17,"“no ""defense against deep impressions”",defense against deep impressions,"[41837, 41869]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 17,"“his ""spots of commonn”",spots of commonness,"[42158, 42177]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 26,"“""the ethereal atoms”",the ethereal atoms,"[64331, 64349]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 26,"“""ideally illuminated space.""”",ideally illuminated space,"[64361, 64386]",
http://www.jstor.org/stable/2933477,Levine,1980,p. 26,"“""facts.”",facts,"[64577, 64582]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 36,"“""Rinform”",Rinform,"[3563, 3570]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 37,"“""subtle movement""”",subtle movement,"[5440, 5455]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 37,"“""municipal town and rural parish gradually made fresh threads of connection”",municipal town and rural parish gradually made fresh threads of connection,"[5478, 5552]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 39,"“""the Rinform,""”",the Rinform,"[9975, 9986]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 39,"“""making people believe that society can be cured by a political hocus-pocus.""”",making people believe that society can be cured by a political hocus-pocus,"[10833, 10907]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 39,"“of ""wisdom and conscience in public agents""”",wisdom and conscience in public agents,"[10950, 10988]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 39,"“""only conscience we can trust to is the massive sense of wrong in a class, and the best wisdom that will work is the wisdom of balancing claims”","only conscience we can trust to is the massive sense of wrong in a class, and the best wisdom that will work is the wisdom of balancing claims","[10995, 11137]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 39,"“""Before Reform had done its notable part in de-”",Before Reform had done its notable part in de,"[12001, 12046]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 40,"“veloping the political consciousness, there was a clearer distinction of ranks”","veloping the political consciousness, there was a clearer distinction of ranks","[12290, 12368]",unhealed match
http://www.jstor.org/stable/2932697,Lyons,1966,p. 40,"“""As to any provincial history in which the agents are all of high moral rank, that must be of a date long posterior to the first Reform Bill”","As to any provincial history in which the agents are all of high moral rank, that must be of a date long posterior to the first Reform Bill","[12383, 12522]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 40,"“""I'n seen lots o' things turn up sin' I war a young un-the war an' the peace, and the canells, an' the oald King George, an' the Regen', an' the new King George, an' the new un as has got a new ne-ame -an' its been all aloike to the poor mon-""”","I'n seen lots o' things turn up sin' I war a young un-the war an' the peace, and the canells, an' the oald King George, an' the Regen', an' the new King George, an' the new un as has got a new ne-ame -an' its been all aloike to the poor mon-","[13900, 14141]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 40,"“""its been all aloike""”",its been all aloike,"[14221, 14240]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 41,"“""by desiring what is perfectly good, even when we don't quite know what it is and cannot do what we would, we are part of the divine power against evil -widening the skirts of light and making the struggle with darkness narrower”","by desiring what is perfectly good, even when we don't quite know what it is and cannot do what we would, we are part of the divine power against evil -widening the skirts of light and making the struggle with darkness narrower","[16107, 16334]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 41,"“""beautiful mysticism”",beautiful mysticism,"[16377, 16396]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 41,"“""I have found it out, and cannot part with it. I have always been finding out my religion since I was a little girl. I used to pray so much-now I hardly ever pray. I try not to have desires merely for myself”","I have found it out, and cannot part with it. I have always been finding out my religion since I was a little girl. I used to pray so much-now I hardly ever pray. I try not to have desires merely for myself","[16427, 16633]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 41,"“""finding out""”",finding out,"[17039, 17050]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 41,"“""what is good and beautiful”",what is good and beautiful,"[17280, 17306]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 42,"“""getting a bit of good contriving and solid building done that those who are living and those who come after will be the better for”",getting a bit of good contriving and solid building done that those who are living and those who come after will be the better for,"[17497, 17627]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 43,"“""coherent social faith and order""”",coherent social faith and order,"[20515, 20546]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 43,"“""fine art""”",fine art,"[20917, 20925]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 43,"“""picturesque""”",picturesque,"[21095, 21106]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 43,"“""picturesque""”",picturesque,"[21644, 21655]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 43,"“""classical nudities""”",classical nudities,"[22507, 22525]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 44,"“""a language I do not understand”",a language I do not understand,"[22831, 22861]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 44,"“""Christian Antigone,""”",Christian Antigone,"[23553, 23571]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 44,"“""fine art.""”",fine art,"[24014, 24022]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 45,"“""we insignificant people with our daily words and acts are preparing the lives of many Dorotheas, some of which may present a far sadder sacrifice than that of the Dorothea whose story we know”","we insignificant people with our daily words and acts are preparing the lives of many Dorotheas, some of which may present a far sadder sacrifice than that of the Dorothea whose story we know","[26041, 26232]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 47,"“""freshness of morning""”",freshness of morning,"[28173, 28193]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 47,"“""part of the divine power against evil-widening the skirts of light and making the struggle with darkness narrower.""”",part of the divine power against evil-widening the skirts of light and making the struggle with darkness narrower,"[28339, 28452]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 47,"“""midnight darkness"";”",midnight darkness,"[28611, 28628]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 47,"“""all the lights of Middlemarch only three miles off”",all the lights of Middlemarch only three miles off,"[28822, 28872]",
http://www.jstor.org/stable/2932697,Lyons,1966,p. 47,"“""quiet light of a sky marbled in clouds""”",quiet light of a sky marbled in clouds,"[29066, 29104]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 175,"“""scientist”",scientist,"[9834, 9843]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 183,"“He was at a starting-point which makes many a man's career a fine subject for betting, if there were any gentlemen given to that amusement who could appreciate the complicated probabilities of an arduous purpose, with all the possible thwartings and furtherings of circumstance, all the niceties of inward balance, by which a man swims and makes”","He was at a starting-point which makes many a man's career a fine subject for betting, if there were any gentlemen given to that amusement who could appreciate the complicated probabilities of an arduous purpose, with all the possible thwartings and furtherings of circumstance, all the niceties of inward balance, by which a man swims and makes his 20 In keeping with Eco's insistence that referents are culturally produced, we should note that Foucault claims reality ""hides"" itself, not because reality itself has changed, but because the way a culture organizes its knowledge about reality has changed","[32098, 32703]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 15,"“point or else is carried headlong. The risk would remain, even with close knowledge of Lydgate's character; for character too is a process and an unfolding. The man was still in the making.21”","point or else is carried headlong. The risk would remain, even with close knowledge of Lydgate's character; for character too is a process and an unfolding. The man was still in the making","[32977, 33165]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 15,"“""process”",process,"[33197, 33204]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 15,"“""unfolding""”",unfolding,"[33211, 33220]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 15,"“""Lydgate.""”",Lydgate,"[33274, 33281]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 16,"“""Thus it happened that on this occasion Bulstrode became identified with Lydgate, and Lydgate with Tyke; and owing to this variety of interchangeable names for the chaplaincy question, diverse minds were enabled to form the same judgment concerning it”","Thus it happened that on this occasion Bulstrode became identified with Lydgate, and Lydgate with Tyke; and owing to this variety of interchangeable names for the chaplaincy question, diverse minds were enabled to form the same judgment concerning it","[35906, 36156]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 16,"“""interchangeable,""”",interchangeable,"[36202, 36217]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 16,"“""love,""”",love,"[36631, 36635]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 16,"“Our passions do not live apart in locked chambers, but, dressed in their small wardrobe of notions, bring their provisions to a common table and mess together, feeding out of the common store according to their appetite”","Our passions do not live apart in locked chambers, but, dressed in their small wardrobe of notions, bring their provisions to a common table and mess together, feeding out of the common store according to their appetite","[36666, 36885]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. image 16,"“""feeding""”",feeding,"[36902, 36909]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 186,"“""One morning, some weeks after her arrival at Lowick, Dorothea-but why always Dorothea? Was her point of view the only possible one with regard to this marriage? I protest against all our interest, all our effort at understanding being given to the young.... Mr. Casaubon had an intense consciousness within him, and was spiritually a-hungered like the rest of us”","One morning, some weeks after her arrival at Lowick, Dorothea-but why always Dorothea? Was her point of view the only possible one with regard to this marriage? I protest against all our interest, all our effort at understanding being given to the young.... Mr. Casaubon had an intense consciousness within him, and was spiritually a-hungered like the rest of us","[39720, 40082]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 187,"“""minute cause,""”",minute cause,"[41648, 41660]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 188,"“""no coherent social faith and order which could perform the function of knowledge for the ardently willing soul""”",no coherent social faith and order which could perform the function of knowledge for the ardently willing soul,"[44287, 44397]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 188,"“""social faiths""”",social faiths,"[44547, 44560]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 188,"“""coherent social faith and order""”",coherent social faith and order,"[44598, 44629]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 189,"“""vague""”",vague,"[47503, 47508]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 189,"“""Language gives a fuller image, which is all the better for being vague. After all, the true seeing is within; and painting stares at you with an insistent imperfection. I feel that especially about representations of women. As if a woman were a mere coloured superficies! You must wait for movement and tone. There is difference in their very breathing: they”","Language gives a fuller image, which is all the better for being vague. After all, the true seeing is within; and painting stares at you with an insistent imperfection. I feel that especially about representations of women. As if a woman were a mere coloured superficies! You must wait for movement and tone. There is difference in their very breathing: they","[47672, 48030]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 190,"“change from moment to moment""”",change from moment to moment,"[48757, 48785]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 190,"“""changes from moment to moment.""”",changes from moment to moment,"[48906, 48935]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 190,"“""cause""”",cause,"[49128, 49133]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 190,"“""coherent social faith.”",coherent social faith,"[49496, 49517]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 191,"“language. ""It wouild make too great a difference to us \[not to love one another\]-like seeing all the old places altered, and changing the name”","It wouild make too great a difference to us [not to love one another]-like seeing all the old places altered, and changing the name for everything","[51848, 51994]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 191,"“Dorothea: ""We have all got to exert ourselves a little to keep sane, and call things by the same names as other people call them”","We have all got to exert ourselves a little to keep sane, and call things by the same names as other people call them by","[52906, 53026]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 191,"“retorts: ""I never called everything by the same name 'that all the people about me did”",I never called everything by the same name 'that all the people about me did,"[53057, 53133]",
http://www.jstor.org/stable/2932968,McGowan,1980,p. 192,"“""coherent social faith""”",coherent social faith,"[54341, 54362]",
Book chapter,McKee,2014,p. 150,"“And how should Dorothea not marry?—a girl so hand­ some and with such prospects? Nothing could hinder it but her love of extremes, and her insistence on regulating life according to notions which might cause a wary man to hesitate before he made her an offer, or even might lead her at last to refuse all offers. A young lady of some birth and fortune, who knelt suddenly down on a brick floor by the side of a sick labourer and prayed fervidly as if she thought herself living in the time of the Apos­ tles—who had strange whims of fasting like a Papist, and of sitting up at night to read old theological books!”",,,
Book chapter,McKee,2014,p. 150,"“""an amiable handsome baronet, who said 'Exactly' to her remarks even when she expressed uncertainty—how could he affect her as a lover?""”",,,
Book chapter,McKee,2014,p. 151,"“Her mind was theoretic, and yearned by its nature after some lofty conception of the world which might frankly include the parish of Tipton and her own rule of conduct there; she was enamoured of intensity and greatness, and rash in embracing whatever seemed to her to have those aspects; likely to seek martyrdom, to make retractations, and then to incur martyrdom after all in a quarter where she had not sought it.”",,,
Book chapter,McKee,2014,p. 152,"“He felt, when he parted from her, that the brief words by which he had tried to convey to her his feeling”",,,
Book chapter,McKee,2014,p. 152,“would only profit by their brevity when Dorothea had to interpret them: he felt that in her mind he had found his highest estimate”,,,
Book chapter,McKee,2014,p. 154,"“No life would have been possible to Dorothea which was not filled with emotion, and she had now a life filled also with a beneficent activity which she had not the doubtful pains of discovering and marking out for herself.”",,,
Book chapter,McKee,2014,p. 154,"“Dorothea could have liked nothing better, since wrongs existed, than that her husband should be in the thick of a struggle against them, and that she should give him wifely help. Many who knew her, thought it a pity that so substantive and rare a creature should have been ab­ sorbed into the life of another, and be only known in a certain circle as a wife and mother. But no one stated exactly what else that was in her power she ought rather to have done”",,,
Book chapter,McKee,2014,p. 154,"“""Absorbed into the life of another,""”",,,
Book chapter,McKee,2014,p. 154,"“""who knew her""”",,,
Book chapter,McKee,2014,p. 154,"“""incalculably diffusive""”",,,
Book chapter,McKee,2014,p. 155,"“""extravagance”",,,
Book chapter,McKee,2014,p. 155,"“""lapse”",,,
Book chapter,McKee,2014,p. 156,"“"" 'You are a poem' ""”",,,
Book chapter,McKee,2014,p. 156,"“""incalculably dif­ fusive""”",,,
Book chapter,McKee,2014,p. 156,"“""Likely to seek martyrdom, to make retractations, and then to incur martyrdom after all in a quarter where she had not sought it""”",,,
Book chapter,McKee,2014,p. 157,"“""be spoken of to a younger generation as a fine girl who married a sickly clergyman, old enough to be her father, and in little more than a year after his death gave up her estate to marry his cousin—young enough to have been his son, with no prop­ erty, and not well-born""”",,,
Book chapter,McKee,2014,p. 157,"“""she could not have been 'a nice woman,' else she would not have married either the one or the other""”",,,
Book chapter,McKee,2014,p. 157,"“""all the while”",,,
Book chapter,McKee,2014,p. 157,"“trying to justify her delight in the colours by merging them in her mystic religious joy""”",,,
Book chapter,McKee,2014,p. 157,"“""she repeated to herself that Dorothea was inconsistent: either she should have taken her full share of the jewels, or, after what she had said, she should have renounced them altogether""”",,,
Book chapter,McKee,2014,p. 159,"“""old enough to be her father""”",,,
Book chapter,McKee,2014,p. 159,"“""young enough to have been his son""”",,,
Book chapter,” (McKee,2014,p. 160,"“Many Theresas have been born who found for themselves no epic life wherein there was a constant unfolding of far-resonant action; perhaps only a life of mistakes, the offspring of a certain spiritual grandeur ill-matched with the meanness of opportunity; perhaps a tragic failure which found no sacred poet and sank unwept into ob­ livion. With dim lights and tangled circumstance they tried to shape their thought and deed in noble agreement; but after all, to common eyes their struggles seemed mere inconsistency and formlessness; for these later-born The­ resas were helped by no coherent social faith and order which could perform the function of knowledge for the ardently willing soul. Their ardour alternated between a vague ideal and the common yearning of womanhood; so that the one was disapproved as extravagance, and the other condemned as a lapse.",,,
Book chapter,McKee,2014,p. 160,"“""ill-matched""”",,,
Book chapter,McKee,2014,p. 160,"“""vague ideal.""”",,,
Book chapter,McKee,2014,p. 160,"“""common yearning""”",,,
Book chapter,McKee,2014,p. 60,"“With dim lights and tangled circumstance they tried to shape their thought and deed in noble agreement; but after all, to common eyes their struggles seemed mere inconsistency and formlessness; for these later-born The­ resas were helped by no coherent social faith and order which could perform the function of knowledge for the ardently willing soul.”",,,
Book chapter,McKee,2014,p. 60,"“""no epic life wherein there was a constant un­ folding of far-resonant action""”",,,
Book chapter,McKee,2014,p. 60,"“""mere inconsistency and formlessness,""”",,,
Book chapter,McKee,2014,p. 163,"“web,""”",,,
Book chapter,McKee,2014,p. 163,"“unravelling"":”",,,
Book chapter,McKee,2014,p. 163,"“I at least have so much to do in unravelling certain human lots, and seeing how they were woven and interwoven, that all the light I can command must be concentrated on this particular web, and not dispersed over that tempting range of relevancies called the universe""”",,,
Book chapter,McKee,2014,p. 164,"“Old provincial society had its share of this subtle move­ ment: had not only its striking downfalls, its brilliant young professional dandies who ended by living up an entry with a drab and six children for their establishment, but also those less marked vicissitudes which are con­ stantly shifting the boundaries of social intercourse, and begetting new consciousness of interdependence. Some slipped a little downward, some got higher footing . . . ; some were caught in political currents, some in ecclesi­ astical, and perhaps found themselves surprisingly grouped in consequence; while a few personages or fam­ ilies that stood with rocky firmness amid all this fluctua­ tion, were slowly presenting new aspects in spite of so­ lidity, and altering with the double change of self and beholder”",,,
Book chapter,McKee,2014,p. 165,"“""self and beholder.""”",,,
Book chapter,McKee,2014,p. 165,"“""double change of self and beholder""”",,,
Book chapter,McKee,2014,p. 165,"“""vicissitudes,”",,,
Book chapter,McKee,2014,p. 165,"“""shifting""”",,,
Book chapter,McKee,2014,p. 165,"“""begetting,”",,,
Book chapter,McKee,2014,p. 165,"“""intercourse""”",,,
Book chapter,McKee,2014,p. 165,"“""interdepend­ ence.""”",,,
Book chapter,McKee,2014,p. 165,"“""rocky firm­ ness""”",,,
Book chapter,McKee,2014,p. 165,"“""alteration.""”",,,
Book chapter,McKee,2014,p. 165,"“""command""”",,,
Book chapter,McKee,2014,p. 167,“petty medium of Middlemarch”,,,
Book chapter,McKee,2014,p. 168,"“""petty medium of Middlemarch,""”",,,
Book chapter,McKee,2014,p. 169,"“""at a starting-point which makes a man's career a fine subject for betting.""”",,,
Book chapter,McKee,2014,p. 169,"“""the risk would remain, even with close knowledge of Lydgate's character; for character too is a process and an unfolding""”",,,
Book chapter,McKee,2014,p. 169,"“""the thwartings and furtherings of circumstance,""”",,,
Book chapter,McKee,2014,p. 169,"“""both virtues and faults capable of shrinking or expanding""”",,,
Book chapter,McKee,2014,p. 170,"“One morning, some weeks after her arrival at Lowick, Dorothea—but why always Dorothea? Was her point of view the only possible one with regard to this marriage? . . . In spite of the blinking eyes and white moles objec­ tionable to Celia, and the want of muscular curve which was morally painful to Sir James, Mr. Casaubon had an intense consciousness within him, and was spiritually ahungered like the rest of us.”",,,
Book chapter,McKee,2014,p. 170,"“""like the rest of us.""”",,,
Book chapter,McKee,2014,p. 171,"“Even with a microscope directed on a water-drop we find ourselves making interpretations which turn out to be rather coarse; for whereas under a weak lens you may seem to see a creature exhibiting an active voracity into which other smaller creatures actively play as if they were so many animated tax-pennies, a stronger lens reveals to you certain tiniest hairlets which make vortices for these victims while the swallower waits passively at his receipt of custom. In this way, metaphorically speaking, a strong lens applied to Mrs. Cadwallader's match-making will show a play of minute causes producing what may be called thought and speech vortices to bring her the sort of food she needed.”",,,
Book chapter,McKee,2014,p. 171,"“""weak lens.""”",,,
Book chapter,McKee,2014,p. 171,"“""play""”",,,
Book chapter,McKee,2014,p. 172,"“he had undertaken to show . . . that all the mythical sys­ tems or erratic mythical fragments in the world were corruptions of a tradition originally revealed. Having once mastered the true position and taken a firm footing there, the vast field of mythical constructions became intelligible, nay, luminous with the reflected light of cor­ respondences.”",,,
Book chapter,McKee,2014,p. 172,"“Is it due to excess of poetry or stupidity that we are never weary of describing what King James called a woman's ""makdom and her fairnesse,"" never weary of listening to the twangingof the old Troubadour strings, and are com­ paratively uninterested in that other kind of ""makdom and fairnesse"" which must be wooed with industrious thought and patient renunciation of small desires? In the story of this passion, too, the development varies: some-”",,,
Book chapter,McKee,2014,p. 173,"“times it is the glorious marriage, sometimes frustration and final parting. And not seldom the catastrophe is bound up with the other passion, sung by the Trouba­ dours.”",,,
Book chapter,McKee,2014,p. 173,"“""makdom and fairnesse,""”",,,
Book chapter,McKee,2014,p. 173,"“""reflected light of correspondences""”",,,
Book chapter,McKee,2014,p. 173,"“""bound up with the other,""”",,,
Book chapter,McKee,2014,p. 173,"“""later-born Theresas,""”",,,
Book chapter,McKee,2014,p. 174,“Nothing in the world more subtle than the process of their gradual change! . . . you and I may have sent some of our breath towards infecting them . . . ; or perhaps it came with the vibrations from a woman's glance.”,,,
Book chapter,McKee,2014,p. 174,"“""Here and there is born a Saint The­ resa, foundress of nothing, whose loving heart-beats”",,,
Book chapter,McKee,2014,p. 174,"“trem­ ble off and are dispersed among hindrances, instead of cen­ tering in some long-recognisable deed""”",,,
Book chapter,McKee,2014,p. 177,"“""cluster of signs""”",,,
Book chapter,McKee,2014,p. 177,"“""capable of shrinking and expanding,""”",,,
Book chapter,McKee,2014,p. 178,"“in the multitude of middle-aged men who go about their vocations in a daily course determined for them much in the same way as the tie of their cravats, there is always a good number who once meant toshape their own deeds and alter the world a little. The story of their coming to be shapen after the average and fit to be packed by the”",,,
Book chapter,McKee,2014,p. 179,"“gross, is hardly ever told even in their consciousness. . . . Nothing in the world more subtle than the process of their gradual change! In the beginning they inhaled it unknowingly: you and I mayhave sent some of our breath towards infecting them. . . .”",,,
Book chapter,McKee,2014,p. 179,"“""unknowingly.""”",,,
Book chapter,McKee,2014,p. 179,"“""much in the same way as the tie of their cravats,""”",,,
Book chapter,McKee,2014,p. 179,"“""I suspect that you have some false belief in the virtues of misery. . . ."" Will had gone further than he had in­ tended, and checked himself. ButDorothea's thought was not taking just the same direction as his own, and she answered without any special emotion. . . .”",,,
Book chapter,McKee,2014,p. 179,"“Will again feared that he had gone too far; but the meaning we attach to words depends on our feeling, and his tone of angry regret had so much kindness in it for Dorothea's heart. . . that she felt a new sense of gratitude and answered with a gentle smile.”",,,
Book chapter,McKee,2014,p. 181,"“in girls of sweet, ardent nature,every sign is aptto conjure up wonder, hope, belief, vast as a sky, and coloured by a diffused thimbleful of matter in the shape of knowledge. They are not always too grossly deceived; for Sinbad himself may have fallen by good-luck on a true descrip­ tion, and wrong reasoning sometimes lands poor mortals in right conclusions: startinga long way off the true point, and proceeding by loops and zigzags, we now and then arrive just where we ought to be. Because Miss Brooke”",,,
Book chapter,McKee,2014,p. 81,"“was hasty in her trust, it is not therefore clear that Mr. Casaubon was unworthy of it.”",,,
Book chapter,McKee,2014,p. 82,"“""wrong rea­ soning""”",,,
Book chapter,McKee,2014,p. 82,"“"" 'You always see what no­ body else sees,' "" Celia tells her, "" 'yet you never see what is quite plain' ""”",,,
Book chapter,McKee,2014,p. 82,"“She was blind, you see, to many things obvious to others—likely to tread in the wrong places, as Celia had warned her; yet her blindness to whatever did not lie in her own pure purpose carried her safely by the side of precipices where vision would have been perilous with fear.”",,,
Book chapter,McKee,2014,p. 184,"“"" 'you would have to feel with me, else you would never know' ""”",,,
Book chapter,McKee,2014,p. 184,"“""interpretations are il­ limitable""”",,,
Book chapter,McKee,2014,p. 184,"“""he felt that in her mind he had found his highest estimate""”",,,
Book chapter,McKee,2014,p. 184,"“""Ladislaw always seemed to see more in what she said than she herself saw""”",,,
Book chapter,McKee,2014,p. 185,"“""bind us over to rectitude and purity by their pure belief about us""”",,,
Book chapter,McKee,2014,p. 185,"“""one of the great powers of her womanhood""”",,,
Book chapter,McKee,2014,p. 185,"“""for there is no creature whose inward being is so strong that it is not greatly deter­ mined by what lies outside it""”",,,
Book chapter,McKee,2014,p. 185,"“""What shall I do?""""Whatever you please, my dear:"" that had been her brief history since she had left off learning morning lessons. . . . Marriage, which was to bring guid­ ance into worthy and imperative occupation, had not yet freed her from the gentlewoman's oppressive liberty. . . .”",,,
Book chapter,McKee,2014,p. 185,"“""to demand much interest and labour from her""”",,,
Book chapter,McKee,2014,p. 185,"“""she had thought the work was to be something greater""”",,,
Book chapter,McKee,2014,p. 185,"“""for a binding theory which could bring her own life and doctrine into a strict connection with that amazing past, and give the remotest sources of knowledge some bearing on her actions""”",,,
Book chapter,McKee,2014,p. 186,"“""a beneficient activity which she had not the doubtful pain of discovering and marking out for herself,""”",,,
Book chapter,McKee,2014,p. 186,"“""absorbed into the life of another""”",,,
Book chapter,McKee,2014,p. 187,"“""incalculably diffusive”",,,
